Nama Pelanggan,Produk,Ulasan,Rating,Unnamed: 0
Rista,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",ya,5,872.0
K***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","model nya baghs, cuman cutting nya agak gak pas buat yg punya body gemuk, di tangan agak gak leluasa",4,873.0
H***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Kualitas sesuai dgn harga
Pengiriman lama, barang sampai melebihi estimasi pesanan padahal sama2 di jakarta..
Harap tingkatkan lagi untuk pelayanan nya ya!",4,874.0
B***e,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Awal beli yg varian beige tu bagus banget.
Trus kepengen yg white.
Tp ternyata mengecewakan.
Prosesnya lama, warna kain leher dan badan berbeda. Jadi aneh.",4,875.0
MayaOliviaa,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","bagusss, sukaaaaaaa bangetttt😍😍😍",5,876.0
Sharon,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahan oke banget. suka banget. makasih kak,5,877.0
N***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus. Keren.,5,878.0
F***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚. Bahannya adem. Jahitannya rapi.,5,879.0
maya,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",i,4,881.0
L***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Hati hati belanja di sini,3,882.0
Wiening,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",harga termasul murah sih... kwalitas bagus,5,883.0
Y***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Harganya murah meriah dengan kualitas segini, ini worth it banget",5,885.0
Hanna,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",ukuran XL ternyata masih kecil. Tapi produknya sesuai gambar dan deskripsi.,5,886.0
K***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","keren Outernya, bahannya jatuh, cuma ukurannya kecil,pas buat anak masuk remaja...",5,888.0
Relani,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",barangnya bagus banget salernya jg ramah banget,5,889.0
I***l,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahanya bagus,5,891.0
Meta,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",mantul,5,893.0
H***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",outer nya bagus..thanks,5,894.0
Isna,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bahannya lembut. Warnanya cantik 💚. Tebalnya pas!. Bahan menyerap keringat. Jahitannya rapi. Bahannya adem.,5,895.0
n***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚.,5,896.0
F***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Jahitannya rapi.,5,897.0
Febriyudi,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚. Bahan menyerap keringat. Jahitannya rapi. Tebalnya pas!.,5,898.0
Silvy,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","outer ya lucu banget,sesuai deskripsi,lain kali shopping disini lagi❤️Warnanya cantik 💚. Jahitannya rapi.",5,899.0
desynoer,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚. Bahannya lembut. Jahitan rapi?! Saya sudah punya 4 product dari toko ini so far excellent!,5,900.0
G***l,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","BAGUSSS BANGETTTT❤️❤️
Ga begitu nerawang dan modelnya batwing trs jahitannya jg rapi tapi sayang bahannya agak panas kalau dipake overall okee kok🤩",5,901.0
B***e,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Seller responsif. Proses dan pengiriman lumayan cepat.
Tp bungkus robek dan terlihat isinya.
Ekspektasi bahan chiffon yg lembut, realita chiffon agak kasar, tp ya sesuai...",5,902.0
d***o,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Barang bagus pengiriman cepat , belum di coba semoga cocok",5,903.0
M***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","bagus, cukup memuaskan... jahitan rapi, mirip dengan yg di foto.",5,904.0
raswanti,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",makasih seller... bagus bangeutttss deh pas lagi di aku,5,905.0
Cyntia,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Barang sesuai deskripsi dan pengiriman cepat,5,906.0
M***d,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Rekomend seller, barang bagus sesuai deskripsi, seller juga komunikatif, memberikan update infonya",5,907.0
F***r,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bahannya lembut,5,908.0
t***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚 Bahannya lembut Bahannya adem,5,909.0
Agus,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",ok bngt,5,910.0
Taufik,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",produk bagus dan sesuai dengan gambar.Pengiriman cepat.tks.,5,913.0
Amaranti,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barang bagus dengan harga bersahabat, pelayanan ramah dan cepat",5,915.0
Ita,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan. sesuai harga,4,917.0
M***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",tipis dan nerawang iya sesuai hargalah,4,918.0
A***L,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Proses cepat & kualitas ok,5,919.0
Creditian,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barangnya bagus cuma layanan aga nyebelin cuma mau batalin pesanan ganti ukuran dari S ke M ga bisa, toko lain ga pernah ada masalah. Untungnya barang lumayan melar jadi...",4,920.0
D***e,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",terbaikkk,5,921.0
michele,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","wajib naikin 1 size dr normal y , sesuaiiii",5,922.0
Rendy,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",terimakasih produknya sesuai deskripsi,5,923.0
rika,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bagus bangett, bahannya adem enakk kaya brand2 mahal. cuma menurut aku size nya agak rancu karna kalau ukur sesuai deskripsi size aku harusnya xl/xxl tapi aku beli L masi...",5,924.0
K***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","ukuran pas, bahan adem, pengiriman cepat. terimakasih banyak",5,926.0
Cyrilla,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","buat harganya cukup oke sih, jahitannya kuat2 aja, bahannya juga oke
ini aku beli xxxl gede banget tapi panjangnya pas, ukurannya beneran sesuai size chart sih",4,927.0
K***n,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",paass,5,928.0
Fenny,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Jahitannya gak lurus 🥺,3,929.0
T***n,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",tq,5,930.0
M***l,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barangnya halus, nyaman dipakai. thx seller, pelayananya juga cepat",5,932.0
Atsil,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Wkwkwk kecil banget ukurannya. Bahan tipis. Yahhh harga segini aku tidak bisa komplen. Cukup lah mayan,4,934.0
M***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barang sesuai pesanan. Pengiriman cepat, packing aman. Bahan seperti di gambar, jahitan rapi. Ukuran xxxl agak longgar untuk saya bb 56, tinggi 150cm. Tapi masih nyaman d...",5,936.0
C***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bener2 kain selapis, tapi jahitan rapi.untuk daleman dengan harga segitu cukup oke lah",4,939.0
R***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",ukurannya sesuai. warnanya agak abu2 bukan cream yg cerah.,4,940.0
K***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",barang sudah sampe...pas banget dibadan...suka juga sama kemben nya thanks kak😍,5,941.0
C***o,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",paket sdh sampai dan blm dites pas atau tdknya,4,942.0
Retno,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",udah beli kesekian kalinya saking nyaman dipake. bahannya adem (bahan kaos) ❤👍,5,943.0
Novi,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",puas dengan ukuran dan bahannya dan harga masi terjangkau. kondisi juga kain tidak luntur. overall barang bagus,5,944.0
M***d,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bagus muat di aku BB 82 Alhamdulillah,5,945.0
B***s,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barang oke, pengiriman cepat 👍👍 mantap deh",5,946.0
Susy,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","✔️yg size XXL, lebar baju bagian dada +- 40 cm, pnjg baju +- 26 cm ✔️kebesaran (longgar) di saya yg berat badan 48kg tinggi 160cm 😁 ✔️packing trluar dgn plastik ✔️dikiri...",5,947.0
L***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan dapat flash sale bagus,5,948.0
B***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Bagus & Terima kasih.,5,949.0
tini,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",kwalitas barang bagus dan sesuai ukuran bahan adem dan nyaman dipakai hanya saja agak lama pengirimannya,5,950.0
R***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Recommended Seller!!!,5,951.0
R***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",barang sesuai pesanan pengiriman bagus bahan nyaman,5,953.0
R***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",barang sesuai pesanan pengiriman oke bahan bagus halus cukup tebel nyaman dipake,5,954.0
S***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Barang sesuai dengan deskripsi....👍👍,5,955.0
V***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","atasnya pas krn lekuknya pas. pas menyentuh dipinggang longgar. bukan karet juga kurang pas ajah. 
aq 155 bb 48",4,956.0
P***t,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bahannya nyaman dipakai👍,5,957.0
Lucky,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Mantaaaaaap. Thankyou verymuch  ❤️❤️❤️
Sesuai pesanan, packing aman sukses selalu seller 💖💖💖",5,958.0
A***s,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","sip sesuai pesanan,, mantaab",5,959.0
Renata,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Bahannya alus, ketebalan kainnya pas (ga nerawang tapi ga ketebelan). Pokoknya oke 👌",5,961.0
R***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Modelnya bagus, bahannya juga nyaman digunakan",5,962.0
orenmacadamia,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Bahannya kurang bisa stretch, tapi ok juga untuk harga segini",5,963.0
nurdin,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",modelnya bagus,5,964.0
b***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","mantab, fast responn. okeee",5,965.0
a***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bahan bagus & jahitan cukup rapi. kembennya rapet (ga mudah melorot). cuma cup branya agak kelihatan nerawang kalau dipake. overall bagus👍,4,966.0
Resia,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",oke lah buat harga sgini cakep,4,967.0
E***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Bagus, rekomended
Thanks tokopedia and seller
Semoga kedepan lebih bnyak promo dan kwalitas product serta layanannya semakin baik.",4,968.0
Y***o,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bahan bagus, nyaman di pake, maaf foto bkn yg asli langsung di cuci.",5,969.0
Z***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bahannya agak tipis tapi worth it lah dengan harga segitu, cocok buat jadi daleman baju yang nerawang.",5,970.0
g***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",kebesaran hehehe untuk bahan OKE,5,971.0
Luthfia,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lama banget,3,973.0
T***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Baru pertama kali order dan suka bangett.. Bahan adem dan nyaman dipakai. Bakal jadi langganan hehe thx!,5,974.0
G***l,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bahannya agak tipis tapi lembut dan adem worth it dengan harga segituu,5,975.0
E***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",kemben pendek warna ungu di kirim. bagus jg warnanya soft. kembennya kurang kenceng ya bagian atasnya. agak melorot. mestinya ada tali ut di kaitkan bisa ut tank top jg....,5,976.0
Betty,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","xl nya kecil, bahannya biasa",3,977.0
Rohmanisa,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Diterima dlm kondisi baik, tengkyuu seller and tokped promonya",5,978.0
a***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","nyaman dipake, simpel dan aku suka😍. Trima kasih Toped 🙏❤️",5,980.0
N***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bahannya adem bangeett, modelnya fit di badan, pengiriman juga cepat. thanks seller🥰",5,981.0
Hildaaa,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Bahannya bagus, ada labelnya juga didalam. Thanks.",5,982.0
Rosianawati,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","kemben ini bahannya bagus banget, lembut dan adem, enak dipakai",5,983.0
Budi,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Kirain melar. Ternyata ga juga,4,984.0
michelle,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","sudah beberapa kali beli di toko ini
barang yang dikirim lengkap sesuai pesanan
bahannya bagus dan tidak menerawang
menyerap keringat juga
harga terjangkau..",5,986.0
R***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Kainnya halus dan lentur, nyaman dipakai",5,988.0
ONEL,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",BAGUS BANGET SUMPAH ❤️ PENGIRIMAN CEPAT SAMEDAY,5,989.0
nana,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Sesuai sama pesanan,5,990.0
Yessica,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Kelonggaran untuk 160/50kg better ambil size M ato S,5,991.0
Henry,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",warna tidak sesuai dgn pesanan,1,992.0
Virya,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",ukuran agak kecil,4,993.0
H***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","cepet bgt pengirimannyaaa, sukak bgttt 😍 sorry fotonya gajelas soalnya lgsg dicuci",5,994.0
Selviany,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","overall good, agak lama dipengemasan aja. tapi bagus banget kok sukakkk",5,996.0
M***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","seperti yg di foto, seller ramah cmn agak lama pengirimannya. other than that love",5,997.0
Stephelie,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Pas nyampe gk sesuai mesanan ukuran nyah 😭😭,1,999.0
Maesaroh,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan lah buat daleman oke makasih a\ya,5,1000.0
Z***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",very2 nice,5,1001.0
L***y,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",Barang tidak lengkap dan proses pengembalian dana lambat/ kurang respon,3,
R***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",Baju kaya anak kecil masa ukuran M yang bener aja,2,
So,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL","Lumayan, order size M tp kayak size XS",3,
Dede,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",Yg dtg ujurannya lbh kecil dr yg tertulis,1,
Awish,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",proses pesanan nya cukup lama ya .. order tgl 2 Januari baru di proses  kirim tgl 6 Januari sampe di tempat tgl 7,3,
sellynaaaa,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",￼,3,
p***p,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",pesan xxl dikirim xl,1,
katrina,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",toko culun,1,
Novie,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",Kecil bgt astaga kaya ukuran anak bocah,2,
D***y,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",Ttyt,2,
y***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL","barangnya tipis,pengirimannya lama banget,waktu kemasnya aja 3 hari belum kirim ke sumatera4 hari,untk harga 31ribu dengan kain tipis seperti ini sy rasa kemahalan",3,
N***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",stock kosong dan ga diinfo akhr nya di refund.. proses packing super duper lama,1,
David,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Royal Blue, XXL",beda cover beda isinya,1,
G***o,"Hanafe Crop Top Hana Fashion - Light Grey, M","Di deskripsi size S LD 76 (LD bukan LB), ternyata yg datang LD cuma 38, jadi barang ga bisa dipakai. Kainnya juga super tipis. Beli warna putih, seandainya muat dipakai,...",1,
zulfa,"Hanafe Crop Top Hana Fashion - Light Grey, M",warnanya d mintak random malah satu warna d kirim..bajunya jga trlalu kecil buat org dewasa..,2,
O***D,"Hanafe Crop Top Hana Fashion - Light Grey, M","Respon pengiriman cepat, kwalitas barang bagus kok, tapi saya sengaja pesan 2 size (S dan M) supaya tau size mana yg lebih pas di saya. ternyata yg dikirim semuanya size...",2,
Caroline,"Hanafe Crop Top Hana Fashion - Light Grey, M",product nya oke tapi pengiriman nya super lamaaaaa,3,
G***a,"Hanafe Crop Top Hana Fashion - Light Grey, M",bahan dan kaos cukup oke. Tapi...yang satu salah ukuran huhu...dan sy males nuker harus pergi ke J n T. lain kali lbh teliti ya.,3,
Prisca,"Hanafe Crop Top Hana Fashion - Light Grey, M",Nah ini barang yg gak ada. Tidak konfirmasi. Asal kirim. Slow respon. Refund lama.,1,
C***e,"Hanafe Crop Top Hana Fashion - Light Grey, M","Respon lambat, pengiriman lama ..., Ukuran XXL tp kecil bangeut ...",3,
N***a,"Hanafe Crop Top Hana Fashion - Light Grey, M",udah lama lama nunggu pengirimannya pas sampe ternyata kekecilan. aku bb 51 tb 155 ngepress bgt:( pdhl bajunya bagus:+,3,
D***d,"Hanafe Crop Top Hana Fashion - Light Grey, M",beda label beda isinya,1,
B***u,"Hanafe Crop Top Hana Fashion - Light Grey, M","Barang bagus, Tp pengiriman lama buwanget. Sampai ter cancel karena tidak diproses. Saya order ulang deh. Tolong ditingkatkan kualitas pengiriman nya kak",2,
aiko,"Hanafe Crop Top Hana Fashion - Light Grey, M","barangnya kurang 1, tp ya sudahlahhh",3,
Kaledio,"Hanafe Crop Top Hana Fashion - Light Grey, M","udah langganan disini, cuma sayang 2 kali order terakhir kirim nya lama.. sampe 2 hari baru kirim.. sedih",3,
Sendy,"Hanafe Crop Top Hana Fashion - Light Grey, M",Barang tidak sesuai gambar,2,
rika,"Hanafe Crop Top Hana Fashion - Light Grey, M",sy pesan 2 putih dan Light Gray tp knp ke2nya malah light grey 😐🙄,3,
T***e,"Hanafe Crop Top Hana Fashion - Light Grey, M","Tipis banget ternyata, dan jahitannya agak kasar. Tapi ya sesuai harga. Enak buat dipake tidur Atau olahraga karena tipis. Tapi kalau untuk dipakai, enggak deh.",3,
kskdjwks,"Hanafe Crop Top Hana Fashion - Light Grey, M",Bahanny sedikit kasar dan kurang crop,3,
s***a,"HanaFashion - Tiara Short Pants Celana Pendek Wanita - SP041 - Pink, S","Pesen apa dikirim apa.. mana yg dikirim harga jauh lbh murah, kirimnya lamaa bgt, pas complain ga diselesaiin cuma suruh tunggu ya udah rate jelek aja. Udh di warning jg...",1,
Nabila,"HanaFashion - Tiara Short Pants Celana Pendek Wanita - SP041 - Pink, S","terima kasih. masukan utk seller, apabila ada kendala disampaikan ke pembeli shg pembeli jg tau dan tdk menunggu tanpa kepastian.",3,
Meilani,"HanaFashion - Tiara Short Pants Celana Pendek Wanita - SP041 - Pink, S",Pengiriman lama dan slow response.,3,
W***n,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Baby Pink, XL",kalo barangnya lumayan bagus walopun sy ambil xxl rada kebesaran.. cuma ditelp sm kurir nya paket diterima dlm kondisi beranrakan spt difoto itu untung ga tercecer dan hi...,3,
Natalia,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Baby Pink, XL","Respon lama sekali, baru dapat barang kemarin",2,
M***d,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Baby Pink, XL","dikirim lama bgt ,minta c4ncel ga boleh ga di acc pdhl mau gosend maaf bgt kasih bintang 1 spya owner liat dan diperbaiki sistemnya",1,
n***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Baby Pink, XL",pengiriman lama,1,
A***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Baby Pink, XL","gatau ini punyaku aja atau emg jahitan leher dalemnya tuh suka keluar"" kek ngiwir"" gitu ganggu bgt sumpah dan tdi ended up ku potong bagian dalem lehernya itu",3,
M***d,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Baby Pink, XL",pengiriman lama h+2 pke gosend  pdhl hari kerja,2,
Hartika,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",barang asli dan gambar nya tidak sama,2,
E***a,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L","tipis banget dan size L nya kecil , tidak sesuai chart deskripsi, L seperti size S",3,
fajar,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",keciiill banget woi jualan yang jujur napa lu,1,
N***a,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L","beda kaya di fotoo, aslinya terlalu crop bgt",3,
Jeslinagela,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",Bahan tipis banget..,3,
D***a,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",kurang nyaman,2,
A***h,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",ternyata kainnya senerawang itu,3,
Lukman,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",yg dikirim miniset bukan tanktop.. kecewa,1,
A***y,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",kwkwkwkw ga ssuai ama yg d foto..,1,
Winsa,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L","bahannya spandex, gerah bgt",3,
Indri,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",saya pesen tanktop yg datang malah baju begini tidak sesuai sangat sangat tidak sesuai dan tidak ada konfirmasi dari pihak penjual pakek ada uang 2000 segala buat apa?? s...,3,
lorenza,"HanaFashion - Aurora Basic Tank Top Crop Wanita - TT035 - White, L",dari semua pesenam barangnya oke cuma ini yg agak kurang. terlalu kecil jadi seperti miniset. ngak sesuai gambar di pakai,2,
Widia,"HanaFashion - Maika Pants Celana Kulot Bahan Wanita - LP054 - Pink, M",elek. kasar jahitannya. bahannya ga ok,2,
S***o,"HanaFashion - Maika Pants Celana Kulot Bahan Wanita - LP054 - Pink, M",bahanya ppanas dan kasar,2,
Tati,"HanaFashion - Maika Pants Celana Kulot Bahan Wanita - LP054 - Pink, M","kwalitas untuk harga segitu ok, tipis n transparan untung belinya warna item 👍
jahitan rapi...",3,
M***a,"HanaFashion - Maika Pants Celana Kulot Bahan Wanita - LP054 - Pink, M",jaitan ga rapih,1,
W***a,"HanaFashion - Maika Pants Celana Kulot Bahan Wanita - LP054 - Pink, M",kurang cocok,2,
E***n,"HanaFashion - Maika Pants Celana Kulot Bahan Wanita - LP054 - Pink, M","barang tiba dengan selamat.. terima kasih.
hanya saja bahan celana-nya tidak sesuai dengan ekspektasi.. saya pikir, bahan yang digunakan adalah bahan katun yang lembut da...",3,
